Z3;161.4858;99.7924
A5;145.7786;-0.875
B5;216.1865;85.6131
C5;216.1865;-0.875
D5;93.4435;81.1198
E5;93.4435;-5.3682
F5;67.1289;-15.0544
G5;23.0356;81.1198
H5;23.0356;-5.3682
I5;100.9758;81.1198
J5;100.9758;-5.3682
K5;26.8098;50.5584
L5;30.5679;81.1198
M5;30.5679;-5.3682
N5;265.0694;42.7653
O5;183.4745;71.4337
P5;199.1817;-0.875
Q5;269.5896;22.4178
R5;269.5896;-0.875
S5;161.4858;71.4337
T5;161.4858;-15.0544
U5;227.3736;28.5859
V5;183.4745;-15.0544
W5;249.3622;28.5859
X5;231.8937;13.3044
Y5;227.3736;56.9447
Z5;183.4745;99.7924
A6;161.4858;13.3044
B6;231.8937;99.7924
C6;249.3622;56.9447
D6;199.1817;85.6131
E6;183.4745;13.3044
F6;253.8823;13.3044
G6;37.6959;13.3044
H6;108.1037;13.3044
I6;103.5836;56.9447
J6;81.595;56.9447
K6;37.6959;99.7924
L6;123.811;22.4178
M6;123.811;-0.875
N6;53.4031;85.6131
O6;53.4031;-0.875
P6;70.4079;85.6131
Q6;70.4079;-0.875
R6;0;85.6131
S6;0;-0.875
T6;86.1151;99.7924
U6;86.1151;13.3044
V6;65.8877;42.7653
W6;15.7072;99.7924
X6;15.7072;13.3044
Y6;8.1749;60.9282
Z6;8.1749;-25.5598
A7;97.1094;4.1349
B7;92.5893;47.7752
C7;-3.279;-15.0544
D7;67.1289;71.4337
E7;15.7072;60.9282
F7;15.7072;-25.5598
G7;-3.279;71.4337
H7;103.5836;28.5859
I7;15.7072;71.4337
J7;119.2908;42.7653
K7;37.6959;71.4337
L7;37.6959;-15.0544
M7;26.7015;90.623
N7;26.7015;4.1349
O7;97.1094;90.623
P7;15.7072;-15.0544
Q7;81.595;28.5859
R7;81.595;-134.5945
S7;26.7015;-72.5574
T7;15.7072;-91.7467
U7;15.7072;-178.2348
V7;92.5893;-115.4052
W7;8.1749;-102.2522
X7;26.7015;-159.0455
Y7;97.1094;-72.5574
Z7;97.1094;-159.0455
A8;53.4031;-164.0554
B8;123.811;-140.7626
C8;108.1037;-149.876
D8;103.5836;-106.2357
E8;53.4031;-77.5673
F8;37.6959;-91.7467
G8;37.6959;-178.2348
H8;103.5836;-134.5945
I8;123.811;-164.0554
J8;119.2908;-120.4151
K8;30.5679;-168.5486
L8;100.9758;-82.0606
M8;93.4435;-82.0606
N8;93.4435;-168.5486
O8;30.5679;-82.0606
P8;26.8098;-199.1101
Q8;34.3421;-112.622
R8;34.3421;-199.1101
S8;100.9758;-168.5486
T8;26.8098;-112.622
U8;15.7072;-188.7402
V8;-3.279;-91.7467
W8;-3.279;-178.2348
X8;8.1749;-188.7402
Y8;15.7072;-102.2522
Z8;23.0356;-82.0606
A9;23.0356;-168.5486
B9;67.1289;-91.7467
C9;67.1289;-178.2348
D9;212.9075;71.4337
E9;212.9075;-15.0544
F9;168.8142;81.1198
G9;142.4996;71.4337
H9;142.4996;-15.0544
I9;239.2221;-5.3682
J9;176.3465;81.1198
K9;168.8142;-5.3682
L9;239.2221;81.1198
M9;242.888;90.623
N9;242.888;4.1349
O9;172.4801;90.623
P9;172.4801;4.1349
Q9;161.4858;60.9282
R9;161.4858;-25.5598
S9;238.3679;47.7752
T9;153.9535;60.9282
U9;153.9535;-25.5598
V9;15.7072;-63.388
W9;15.7072;-149.876
X9;70.4079;-164.0554
Y9;65.8877;-120.4151
Z9;37.6959;-63.388
A10;37.6959;-149.876
B10;86.1151;-63.388
C10;86.1151;-149.876
D10;81.595;-106.2357
E10;172.5884;50.5584
F10;172.5884;-35.9297
G10;176.3465;-5.3682
H10;246.7544;81.1198
I10;246.7544;-5.3682
J10;0;-77.5673
K10;0;-164.0554
L10;70.4079;-77.5673
M10;180.1207;50.5584
N10;180.1207;-35.9297
